Name;PKD_2007;PKD_2007_all;description_PL;description_EN;source
EDUARDO G TOFT;1071;NULL;"Produkcja i sprzedaż żywności; piekarnia z tortillami.";"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
ELISE OF NORWAY ANS;1410;NULL;Produkcja i sprzedaż artykułów modowych.;Manufacture of knitted and crocheted apparel;Dane_Norwegia_1
SPLITT PROFIL BYGGESYSTEMER AS;2512;NULL;produkcja balustrad metalowych z wypełnieniami ze szkła lub metalu aluminiowego;Manufacture of doors and windows of metal;Dane_Norwegia_1
REITAN & VIK OVERFLATEBEHANDLING DA;2551;NULL;Obróbka powierzchni. Malowanie i spawanie w przemyśle.;Coating of metals;Dane_Norwegia_1
FIXPROFIL AS;1812;NULL;Zarządzaj przygotowaniem i produkcją materiałów promocyjnych i innych materiałów graficznych. Prowadzenie działalności handlowo-usługowej i co się z tym wiąże, w tym uczestnictwo w innych spółkach prowadzących podobną działalność.;Other printing;Dane_Norwegia_1
SPANNE BLIKK AS;2553;NULL;Produkcja artykułów sanitarnych i wentylacyjnych. Sprzedaż i montaż zakupionych i własnej produkcji wyrobów sanitarnych i wentylacyjnych.;Machining of metals;Dane_Norwegia_1
YADA WEBDESIGN DA;1813;NULL;Produkcja stron internetowych, projekty graficzne, produkcja banerów/logo, usługi doradztwa internetowego. Rozwój i programowanie systemów. Produkcja multimedialna.;Pre-press and pre-media services;Dane_Norwegia_1
HENNIG-OLSEN EIENDOM AS;1052;NULL;Własność, eksploatacja, wynajem itp. nieruchomości.;Manufacture of ice cream and other edible ice;Dane_Norwegia_1
BOGE INVEST AS;1611;NULL;Kupno, sprzedaż, prowadzenie i wynajem nieruchomości własnych, a także udział w innych przedsięwzięciach.;Sawmilling and planing of wood;Dane_Norwegia_1
SKAR INDUSTRISERVICE AS;2553;NULL;Działalność spawalnicza i blacharska.;Machining of metals;Dane_Norwegia_1
TRONDELAG ELEKTROPRODUKTER AS;2712;NULL;Budowa, sprzedaż i serwis paneli elektrycznych, sprzedaż podzespołów do paneli, sprzedaż szaf panelowych, grawerowanie szyldów.;Manufacture of electricity distribution and control apparatus;Dane_Norwegia_1
NARVIK HYDROGEN AS;2011;NULL;Spółka będzie promować wodór jako nośnik energii do wykorzystania w przemyśle i transporcie.;Manufacture of industrial gases;Dane_Norwegia_1
BYGG I NORD GRUPPEN AS;1623;NULL;Administracja innymi spółkami, w tym udział w innych spółkach.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
SEA GROWTH AS;1020;NULL;Dalsze przetwarzanie morskich produktów ubocznych. Rozwój nowych produktów z branży morskiej.;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
BATBYGGER TORMOD JOHANNESSEN AS;3012;NULL;Naprawa i modernizacja łodzi rekreacyjnych, renowacja, przebudowa i inne odpowiednie prace objęte tym zakresem. Wszystko, począwszy od stolarki i włókna szklanego, które to obejmuje. Instalacja sprzętu, sprzedaż wyposażenia łodzi i innego odpowiedniego sp;Building of pleasure and sporting boats;Dane_Norwegia_1
KUMERA MARINE AS;2815;NULL;Produkcja i to co z nią związane, łącznie ze sprzedażą materiałów z nią związanych, a także poprzez subskrypcję udziałów lub w inny sposób zainteresowanie się inną działalnością. Spółka może także nabywać nieruchomości.;Manufacture of bearings, gears, gearing and driving elements;Dane_Norwegia_1
EIDFJORD SAG AS;1611;NULL;Tartak, wynajem budynków.;Sawmilling and planing of wood;Dane_Norwegia_1
PARTNER-MASKINERING AS;2553;NULL;Obróbka metali.;Machining of metals;Dane_Norwegia_1
ARNPRO AS;1623;NULL;Produkcja i sprzedaż mobilnych warsztatów oraz wszystkiego co z tym związane.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
AS NILS N FINNOY MOTORFABRIK;2599;NULL;Posiadać i zarządzać nieruchomościami oraz majątkiem operacyjnym i tym, co się z tym wiąże, w tym uczestniczyć w innych spółkach o podobnej lub różnej działalności.;Manufacture of other fabricated metal products n.e.c.;Dane_Norwegia_1
AGRI PRODUKTER AS;2830;NULL;Produkcja pilotów do maszyn rolniczych, sprzedaż sprzętu rolniczego;Manufacture of agricultural and forestry machinery;Dane_Norwegia_1
EDVIND HANSEN AS;2553;NULL;Prowadzę prace dachowe i elewacyjne, wodno-kanalizacyjne i wentylacyjne, konstrukcje stalowe, produkcję, sprzedaż, doradztwo i wszystko co z tym związane.;Machining of metals;Dane_Norwegia_1
GLADBAKST AS;1071;NULL;Sprzedaż wypieków i podobnych wyrobów.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
RETROBAKERIET AS;1071;NULL;Produkcja i sprzedaż wyrobów piekarniczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
TESTING PRODUCT SERVICE AS;2651;NULL;Kupno, sprzedaż i naprawy przyrządów badawczych i maszyn analitycznych. Konserwacja i sprzedaż hurtowa maszyn i urządzeń dla handlu i produkcji.;Manufacture of instruments and appliances for measuring, testing and navigation;Dane_Norwegia_1
HAVFRUENE. AS;1089;NULL;Opracowywanie, pakowanie, dystrybucja i sprzedaż produktów zdrowotnych. Udzielanie informacji i prowadzenie działań informacyjnych, a także innych działań, które w naturalny sposób wchodzą w ten zakres. Inwestycje w akcje innych spółek i inne inwestycje p;Manufacture of other food products n.e.c.;Dane_Norwegia_1
BJERKESET MOBLER BEGR BYRA;1628;NULL;Produkcja wyrobów z drewna i dom pogrzebowy.;Manufacture of other products of wood and articles of cork, straw and plaiting materials;Dane_Norwegia_1
KRAKSTAD MOBELTAPETSERVERKSTED Anita Haug;3100;NULL;Tapicerka mebli. Sprzedaż mebli i wyposażenia.;Manufacture of furniture;Dane_Norwegia_1
MORENOT FISHERY AS;1394;NULL;Produkcja i sprzedaż sprzętu wędkarskiego.;Manufacture of cordage, rope, twine and netting;Dane_Norwegia_1
TRONDERFOR AS;1091;NULL;Sprzedaż towarów i usług dla rolnictwa.;Manufacture of prepared feeds for farm animals in agriculture;Dane_Norwegia_1
TCM INVEST AS;2562;NULL;Działalność w zakresie inwestycji i lokowania kapitału, obejmująca m.in. posiadanie i zarządzanie akcjami i innymi akcjami spółek oraz działalność z nimi związana.;Manufacture of locks and hinges;Dane_Norwegia_1
MATKONSEPTET DA;1071;NULL;Przemysł spożywczy, produkcja artykułów spożywczych i ciast.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
KRAGERO TABLETTPRODUKSJON DRIFT AS;2120;NULL;Produkcja wyrobów okołofarmaceutycznych oraz pomoc w zadaniach operacyjnych w ramach własnej grupy.;Manufacture of pharmaceutical preparations;Dane_Norwegia_1
KRAGERO STENINDUSTRI AS;2370;NULL;Produkcja wyrobów z kamienia oraz sprzedaż i produkcja materiałów budowlanych. Wynajem lokali dla przedsiębiorców podlegających opodatkowaniu. Sprzedaż towarów kioskowych.;Cutting, shaping and finishing of stone;Dane_Norwegia_1
HAUGEN GARDSMAT DRIFT AS;1011;NULL;Przetwarzanie i konserwacja mięsa.;Processing and preserving of meat, except of poultry meat;Dane_Norwegia_1
MAGNAR EIKELAND INVEST AS;2225;NULL;Inwestycje w inne spółki.;Processing and finishing of plastic products;Dane_Norwegia_1
Trailerbygg AS;2920;NULL;Branża handlowa i mechaniczna oraz działalność z nią związana, a także udział w innych spółkach.;"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";Dane_Norwegia_1
WIMA EVENT AS;1330;NULL;Sprzedaż swetrów, t-shirtów i innych tekstyliów połączona z profilowaniem. Montaż nadruku profilującego na tkaninie. Sprzedaż różnych artykułów wyposażenia wnętrz za pośrednictwem Facebooka. Sprzedaż usług doradztwa administracyjnego różnym firmom.;Finishing of textiles;Dane_Norwegia_1
LM GJERMSHUS INDUSTRISERVICE;2553;NULL;Sprzedaż drewna opałowego, wykonywanie usług dla podmiotów prywatnych i publicznych, zlecenia spawalnicze.;Machining of metals;Dane_Norwegia_1
KVERNELAND AQUA AS;2813;NULL;Produkcja i sprzedaż towarów i usług na lądzie i morzu.;Manufacture of other pumps and compressors;Dane_Norwegia_1
LIV & TROND BURUD TREPRODUKTER ANS;1625;NULL;Produkcja i sprzedaż wyrobów oraz usług związanych z drewnem jako surowcem. Spółka może prowadzić także inną działalność, jeżeli służy to jej interesowi.;Manufacture of doors and windows of wood;Dane_Norwegia_1
KOLNES BRODERI;1399;NULL;Sprzedaż własnej produkcji/haftowanych ubranek bożonarodzeniowych.;Manufacture of other textiles n.e.c.;Dane_Norwegia_1
HOGNABRYGG AS;1105;NULL;Zajmujemy się produkcją, dystrybucją, sprzedażą i podawaniem piwa oraz innych napojów alkoholowych. A także poprzez posiadanie udziałów lub zainteresowanie inną działalnością.;Manufacture of beer;Dane_Norwegia_1
ISBJORN IS AS;1052;NULL;Produkcja i sprzedaż lodów.;Manufacture of ice cream and other edible ice;Dane_Norwegia_1
FOSEN TRAPP & INTERIOR AS;1623;NULL;Produkcja wyrobów z drewna.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
BLACKBULL BREW AS;1105;NULL;Produkcja napojów alkoholowych, kursy warzenia piwa, sprzedaż piwa i sprzętu browarniczego. Pub i turystyka.;Manufacture of beer;Dane_Norwegia_1
BBV 0709 PULVERLAKK AS;2551;NULL;Przede wszystkim w celu nałożenia warstwy farby proszkowej w celu zabezpieczenia rzeczy klienta przed rdzą, po drugie ze względów estetycznych i innych rzeczy, które naturalnie się z tym zbiegają. Podobnie udział w innych spółkach.;Coating of metals;Dane_Norwegia_1
AASS BRYGGERI AS;1105;NULL;Działalność browaru wraz z działalnością towarzyszącą oraz inwestycjami w inne spółki.;Manufacture of beer;Dane_Norwegia_1
STORAS TRE AS;1625;NULL;Produkcja okien, drzwi i innych produktów objętych tym zakresem, a także montaż i konserwacja tych samych produktów.;Manufacture of doors and windows of wood;Dane_Norwegia_1
SEILLOFTET SYBRASAIL Mette Synnove Brathe;1396;NULL;1. Sprzedaż, naprawa i produkcja żagli i innych tekstyliów dla sektora morskiego. 2. Podnajem/wynajem własnego lokalu 3. Pomoc doradcza w branży żeglarskiej i żeglarskiej 4. Pomoc doradcza w zakresie kultury i języka włoskiego, m.in. tłumacz.;Manufacture of other technical and industrial textiles;Dane_Norwegia_1
KOPITRYKK MORE DA;1330;NULL;Centrum kopiowania, druk cyfrowy, usługi poligraficzne, druk na tekstyliach, reklama, produkcja znaków i usługi powiązane.;Finishing of textiles;Dane_Norwegia_1
LILLEDAL TRE AS;1628;NULL;Obróbka drewna, sprzedaż drewna i rzemiosła artystycznego, orka i spulchnianie.;Manufacture of other products of wood and articles of cork, straw and plaiting materials;Dane_Norwegia_1
STEVID ELEKTRO AS;2712;NULL;Produkcja i sprzedaż urządzeń elektromechanicznych, serwis urządzeń i instalacji technicznych i co z tym związane.;Manufacture of electricity distribution and control apparatus;Dane_Norwegia_1
RAKVAG GLASS AS;2312;NULL;Produkcja szkła i prowadzenie mistrzowskiej huty szkła oraz wszystko z tym związane.;Shaping and processing of flat glass;Dane_Norwegia_1
ENGES INDUSTRILAKKERING AS;2551;NULL;Prowadzenie pracowni malarsko-lakierniczej.;Coating of metals;Dane_Norwegia_1
ALMANKAS EIGEDOM AS;1421;NULL;Posiadać i zarządzać nieruchomościami, a także uczestniczyć w innych działaniach, które w sposób naturalny wchodzą w ten zakres, nabywając udziały lub w inny sposób.;Manufacture of outerwear;Dane_Norwegia_1
HEIMEBAKST AS;1071;NULL;Lefser będzie produkowany w piekarni. Produkty sprzedawane będą głównie do sklepów spożywczych, a także na lokalnych targach spożywczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
LOFOTEN ARCTIC WATER AS;1107;NULL;Żywność, produkcja wody butelkowanej.;Manufacture of soft drinks and bottled waters;Dane_Norwegia_1
BOSTE AS;1623;NULL;Kupno i sprzedaż, produkcja, wynajem i inne prace rozwojowe w ramach mini domów.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
ELISABETH HOLTEN;3212;NULL;Produkcja wyrobów ze złota i srebra oraz podobnych artykułów.;Manufacture of jewellery and related articles;Dane_Norwegia_1
H. VEDO HOLDING AS;2511;NULL;Inwestycja w akcje i udziały;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
SEMEK AS;2829;NULL;Produkcja maszyn i urządzeń ogólnego użytku, gdzie indziej niewymieniona.;Manufacture of other general-purpose machinery n.e.c.;Dane_Norwegia_1
MAX HEALTH AS;1089;NULL;Produkcja i sprzedaż produktów ze zdrową żywnością.;Manufacture of other food products n.e.c.;Dane_Norwegia_1
HORGADALEN AS;2511;NULL;Udziały własne i udziały w innych spółkach oraz wszystko co z tym związane.;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
AALID MEK. VERKSTED Jan Ove Aalid;2829;NULL;Produkcja maszyn i urządzeń ogólnego użytku. Prowadzenie maszyny.;Manufacture of other general-purpose machinery n.e.c.;Dane_Norwegia_1
NORSK MEDISINSK SYKLOTRONSENTER AS;2120;NULL;Produkcja i rozwój radiofarmaceutyków do zastosowań klinicznych i badawczych i/lub dostarczanie skanerów PET, a także inna powiązana działalność.;Manufacture of pharmaceutical preparations;Dane_Norwegia_1
TOMMY HAUGAN;1105;NULL;Produkcja napojów: Obejmuje napoje alkoholowe na bazie piwa i miodu pitnego. Ponadto świadczenie usług profesjonalnych i naukowych obejmuje prace badawczo-rozwojowe w zakresie biologii.;Manufacture of beer;Dane_Norwegia_1
EILEV MELLERUD AS;2553;NULL;Inwestycje portfelowe. Angażowanie się w inną działalność gospodarczą w celach finansowych. zamiar.;Machining of metals;Dane_Norwegia_1
HAANDBRYGGERIET AS;1105;NULL;Prowadź produkcję, handel i inną działalność z tym związaną.;Manufacture of beer;Dane_Norwegia_1
G KRISTIANSEN HOLDING AS;2363;NULL;Własność oraz kupno i sprzedaż udziałów i innych papierów wartościowych.;Manufacture of ready-mixed concrete;Dane_Norwegia_1
TO BAKERE AS;1071;NULL;Piekarnia ze sprzedażą.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
EIDEL AS;2651;NULL;Projektowanie systemów i rozwój zaawansowanej elektroniki, w tym usługi w zakresie sprzętu, oprogramowania i oprzyrządowania. Firma nie zajmuje się produkcją żadnych podzespołów stosowanych w sprzedawanych przyrządach, lecz montuje podzespoły wyprodukowan;Manufacture of instruments and appliances for measuring, testing and navigation;Dane_Norwegia_1
SMULTRINGBUA HELGESEN;1071;NULL;Sprzedaż pączków własnej produkcji i produktów towarzyszących.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
LIBERTY NO BIDCO AS;3250;NULL;Handel i inwestycje w nieruchomości, papiery wartościowe i inne aktywa.;Manufacture of medical and dental instruments and supplies;Dane_Norwegia_1
MJOSBETONG AS;2361;NULL;Produkcja i handel wyrobami betonowymi i co się z tym wiąże, w tym poprzez obejmowanie udziałów lub w inny sposób zainteresowanie innymi spółkami o podobnej działalności.;Manufacture of concrete products for construction purposes;Dane_Norwegia_1
VEMO TEK DA;2830;NULL;Prace naprawcze/konserwacyjne maszyn i urządzeń. Wykonywanie prac zgodnie z zaleceniami klientów. Produkcja i sprzedaż drewna opałowego i opałowego.;Manufacture of agricultural and forestry machinery;Dane_Norwegia_1
ULLER INTERNATIONAL COMMUNICATION;2630;NULL;Projektowanie/rozwój/inżynieria/produkcja/import/eksport/sprzedaż/serwis. Agencje i doradztwo. Elektronika okrętowa, systemy komunikacji/nawigacji, produkty i usługi, a także inne produkty elektroniczne dla przemysłu morskiego (statki/offshore) i ogólnego;Manufacture of communication equipment;Dane_Norwegia_1
BLUE PEARL AS;2370;NULL;Produkcja i sprzedaż kamienia blokowego.;Cutting, shaping and finishing of stone;Dane_Norwegia_1
JANY INVEST AS;1051;NULL;Inwestycje w inne firmy i inne rzeczy, które naturalnie się z tym pokrywają.;Manufacture of dairy products;Dane_Norwegia_1
TORGERSEN MAT OG POLSEMAKERI AS;1085;NULL;Handel, produkcja i dalsze przetwarzanie wyrobów mięsnych Działalność gastronomiczna Obsługa nieruchomości;Manufacture of prepared meals and dishes;Dane_Norwegia_1
LEVANGER MALE OG SANDBLASESERVICE Geir Kvamstad;2551;NULL;Firma malarska i piaskownicza, obróbka powierzchni, sprzedaż wyrobów malarskich.;Coating of metals;Dane_Norwegia_1
HOFSOY MEKANISKE AS;2553;NULL;Warsztat mechaniczny ze sprzedażą materiałów eksploatacyjnych i sprzętu.;Machining of metals;Dane_Norwegia_1
VIKA BOTERISERVICE AS;1394;NULL;Produkcja, naprawa i sprzedaż artykułów wędkarskich, lin i sieci.;Manufacture of cordage, rope, twine and netting;Dane_Norwegia_1
R. WISNES;1421;NULL;Produkcja i sprzedaż bunadu.;Manufacture of outerwear;Dane_Norwegia_1
SOKOLOVA CRAFT NORD CARPET;1392;NULL;Produkcja i sprzedaż dywanów, poduszek, koców, ręczników kuchennych i poduszek do szycia, a także sprzedaż materiałów takich jak wełna i len.;Manufacture of household textiles and made-up furnishing articles;Dane_Norwegia_1
DALEN HOLDING AS;3100;NULL;Posiadanie udziałów i inwestycji w spółkach zależnych. Pożyczanie kapitału. Kupuj, sprzedawaj, posiadaj, wynajmuj i rozwijaj nieruchomości.;Manufacture of furniture;Dane_Norwegia_1
BJORVIK SAG OG BYGGERI AS;1611;NULL;Tartak. Przemysł budowlany.;Sawmilling and planing of wood;Dane_Norwegia_1
SLAKTERIET HOLDING AS;1020;NULL;Posiadanie i inwestowanie w akcje i inne papiery wartościowe i co z tym związane.;Slaughtering of fish, crustaceans and molluscs;Dane_Norwegia_1
SKUMTECH AS;2225;NULL;Handel, sprzedaż i produkcja wyrobów budowlanych i konstrukcyjnych.;Processing and finishing of plastic products;Dane_Norwegia_1
HELGELAND OVERFLATETEKNIKK AS;2553;NULL;Obróbka powierzchni, ulepszanie i konserwacja specjalistycznych konstrukcji stalowych i komponentów stalowych dla przemysłu naftowego i gazowego oraz przemysłu lądowego.;Machining of metals;Dane_Norwegia_1
LINDE GMBH NUF;2011;NULL;Wytwarzanie i dystrybucja gazów technicznych i innych oraz produktów z nich pochodnych, a także tworzenie, nabywanie, dystrybucja i eksploatacja obiektów. Planowanie projektu, projektowanie i konfiguracja, obsługa zakładów przetwórczych itp.;Manufacture of industrial gases;Dane_Norwegia_1
JOSEPHINE RYAN MIRIEL DESIGN;3212;NULL;Sztuka i biżuteria, prace złotnicze.;Manufacture of jewellery and related articles;Dane_Norwegia_1
YTRE NORDMORE SLAKTERI AS;1011;NULL;Świadczymy usługi takie jak rzeź dla producentów z dzielnicy.;Processing and preserving of meat, except of poultry meat;Dane_Norwegia_1
SKROG 77 K. KOLODZIEJSKA;3100;NULL;Produkcja i montaż mebli. Eksportuj, importuj. Usługi budowlane, usługi remontowe, malowanie, murowanie i wszystko co naturalnie do tego należy. Projektowanie wnętrz i mebli. Prace stolarskie, stolarskie, malowanie.;Manufacture of furniture;Dane_Norwegia_1
MT INDUSTRISERVICE AS;2553;NULL;Mechanika przemysłowa i spawalnictwo;Machining of metals;Dane_Norwegia_1
NEUVER MARITIME AS;2822;NULL;Produkcja wyrobów metalowych, gdzie indziej niewymieniona.;Manufacture of lifting and handling equipment;Dane_Norwegia_1
ALUX STIKLOJUMI SIA NUF;2512;NULL;Sprzedaż i produkcja drzwi i okien metalowych.;Manufacture of doors and windows of metal;Dane_Norwegia_1
STEIN-INTERIOR AS;2370;NULL;Przeróbka i sprzedaż materiałów i wyrobów kamiennych i kamieniopodobnych stosowanych w budownictwie, na cmentarzach, na drogach, na dachach itp. oraz mebli. Jak również sprzedaż sprzętu i akcesoriów związanych z tego typu produktami. o Import i eksport ma;Cutting, shaping and finishing of stone;Dane_Norwegia_1
CATHRINE KRISTIANSEN;1051;NULL;Produkcja i sprzedaż lokalnej żywności odbiorcom końcowym.;Manufacture of dairy products;Dane_Norwegia_1
OVE OEN BLIKKENSLAGER & TAKTEKKER AS;2562;NULL;Hydraulika i dekarstwo i co z tym związane.;Manufacture of locks and hinges;Dane_Norwegia_1
STROMSENG & SAGVANG DRIFT ANS;1626;NULL;Sprzedaż drewna opałowego i tarcicy z własnej linii produkcyjnej. głównie worki i palety drewniane;Manufacture of solid fuels from vegetable biomass;Dane_Norwegia_1
TRADISJONSMALING P A Gjorslie;2030;NULL;Produkcja i import wyrobów z farb olejnych lnianych oraz sprzętu do malowania, a także produkcja innych tradycyjnych rodzajów farb na sprzedaż dla sektora publicznego i prywatnego.;Manufacture of paints, varnishes and similar coatings, printing ink and mastics;Dane_Norwegia_1
LENA ALUMINIUM AS;2512;NULL;Sprzedaż i montaż wyrobów aluminiowych oraz szkła budowlanego.;Manufacture of doors and windows of metal;Dane_Norwegia_1
KJOLE OG DRAKTSOM AS;1421;NULL;Szew. przeszycie, szycie docelowe, szycie ekspresowe, outsourcing od Norweskiej Opery i Baletu i podobne zlecenia.;Manufacture of outerwear;Dane_Norwegia_1
DOLMOY BAT AS;3012;NULL;Produkcja, zakup, sprzedaż i wynajem łodzi oraz inna działalność z tym związana, w tym udział w innych spółkach.;Building of pleasure and sporting boats;Dane_Norwegia_1
TAM AS;1623;NULL;Produkujemy, montujemy i sprzedajemy baraki i domy przenośne i stacjonarne oraz wszystko co z tym związane. Spółka może posiadać akcje lub udziały w innych spółkach. Spółka będzie prowadzić także działalność doradczą, agencyjną i handlową.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
REINTONS TREVAREFABRIKK AS;1625;NULL;Warsztat stolarski zajmujący się produkcją drzwi, schodów i różnego rodzaju okuć.;Manufacture of doors and windows of wood;Dane_Norwegia_1
FJORD GARDSMAT AS;1089;NULL;Żywność: Produkcja i sprzedaż lokalnych produktów spożywczych, a także przetwarzanie produktów mięsnych i innych produktów spożywczych oraz innych produktów/usług, które w sposób naturalny do tego należą, w tym uczestnictwo w innych spółkach o podobnej dz;Manufacture of other food products n.e.c.;Dane_Norwegia_1
POLYFUELS VIKEN AS;2059;NULL;Wykorzystanie technologii przyjaznej dla środowiska do prowadzenia opłacalnej, zrównoważonej działalności gospodarczej w obiegu zamkniętym poprzez procesy recyklingu tworzyw sztucznych i innych materiałów organicznych. Firma produkuje i sprzedaje produkty;Manufacture of other chemical products n.e.c.;Dane_Norwegia_1
NORTH ATLANTIC MARINE INGREDIENTS AS;1020;NULL;Produkcja i sprzedaż składników pochodzenia morskiego oraz tego, do czego należą. Być w stanie uczestniczyć w innych działaniach o charakterze finansowym;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
NORSK DEKOR OG FASADESTEIN ANS;2370;NULL;Produkcja i montaż kamienia dekoracyjnego i elewacyjnego.;Cutting, shaping and finishing of stone;Dane_Norwegia_1
BLAE HOLDING AS;1396;NULL;Kupno, sprzedaż i inwestowanie w akcje, spółki z ograniczoną odpowiedzialnością, nieruchomości oraz inne usługi i produkty, które w naturalny sposób się z tym pokrywają.;Manufacture of other technical and industrial textiles;Dane_Norwegia_1
NORSK TITANIUM AS;2599;NULL;Przedmiotem działalności spółki jest opracowywanie technologii produkcji tytanu oraz produkcja tytanu i inna działalność z tym związana.;Manufacture of other fabricated metal products n.e.c.;Dane_Norwegia_1
COZYCUP AS;2341;NULL;Rozwój, produkcja i sprzedaż przedmiotów ceramicznych, rękodzieła i produktów kreatywnych. Działalność warsztatowa z możliwością prowadzenia, szkolenia i prowadzenia kursów i warsztatów z zakresu plastyki i ceramiki. Przedsiębiorstwo może również świadczy;Manufacture of ceramic household and ornamental articles;Dane_Norwegia_1
RINDALSHYTTER AS;1623;NULL;Produkcja i sprzedaż kabin;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
TONE TANDREVOLD AS;3212;NULL;Sprzedaż i produkcja wyrobów ze złota i srebra oraz prace naprawcze.;Manufacture of jewellery and related articles;Dane_Norwegia_1
WILHELMSEN CHEMICALS AS;2041;NULL;Produkcja, handel i rozwój produktów, a także posiadanie i zarządzanie nieruchomościami związanymi z działalnością. Ponadto udział w innych spółkach z tej samej branży poprzez inwestycje lub w inny sposób.;Manufacture of soap and detergents, cleaning and polishing preparations;Dane_Norwegia_1
SELVIG AS;1071;NULL;Handel i produkcja artykułów spożywczych/wyrobów okołopiekarskich.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
BETTER THAN NEW Jan Mielnicki;3100;NULL;Naprawa i tapicerowanie mebli oraz wszystkiego, co naturalnie się z tym wiąże.;Manufacture of furniture;Dane_Norwegia_1
TORPEDAL TREVARE OG UTEMILJO AS;1623;NULL;Produkcja materiałów budowlanych, wyrobów z drewna, ponadto usługi związane z kopaniem, utrzymaniem terenów zewnętrznych, a także zlecenia transportowe z tym związane.;Manufacture of other builders' carpentry and joinery;Dane_Norwegia_1
KAUPANG MOBLER AS;3100;NULL;Produkcja armatury kuchennej, armatury łazienkowej, szaf, łóżek, mebli.;Manufacture of furniture;Dane_Norwegia_1
FRYDENBO ELMARIN AS;3011;NULL;Produkcja i sprzedaż sprzętu elektrycznego wraz z osprzętem, działalność instalacyjna i co z tym związane oraz inne zainteresowanie działalnością gospodarczą.;Building of civilian ships and floating structures;Dane_Norwegia_1
BASBAAS,MALLIE-NOA HAYBE;1084;NULL;Produkcja i sprzedaż sosów chili.;Manufacture of condiments and seasonings;Dane_Norwegia_1
LENA SLIPESERVICE AS;2553;NULL;Prowadzimy szlifowanie i sprzedaż narzędzi skrawających w obrębie drewna, aluminium i stali.;Machining of metals;Dane_Norwegia_1
ABBE EIENDOM AS;3250;NULL;Posiadaj, wynajmuj, zagospodarowuj i zarządzaj nieruchomościami, a także posiadaj udziały i udziały w innych spółkach.;Manufacture of medical and dental instruments and supplies;Dane_Norwegia_1
SUNDBERG PULVERLAKK AS;2551;NULL;Obróbka powierzchniowa metalu.;Coating of metals;Dane_Norwegia_1
MECAN INVEST AS;2553;NULL;Działalność inwestycyjna poprzez nabywanie udziałów i udziałów w innych spółkach oraz wszystko z tym związane.;Machining of metals;Dane_Norwegia_1
ARKTISKE FISKEPRODUKTER AS;1020;NULL;Produkcja przetworów rybnych i suszonych przetworów rybnych.;Freezing and further processing of fish, crustaceans and molluscs;Dane_Norwegia_1
ETNOLOGISK SAMBAND DA;1812;NULL;Produkcja druków i innych form wyrazu kultury.;Other printing;Dane_Norwegia_1
INPO ACTIVE AS;3250;NULL;Produkcja i sprzedaż medycznego sprzętu technicznego.;Manufacture of medical and dental instruments and supplies;Dane_Norwegia_1
KRISTIANSAND HYDRAULIKK & MASKINERING AS;2553;NULL;Biznes mechaniczny.;Machining of metals;Dane_Norwegia_1
FUTURUM SEAFOOD AS;1020;NULL;Rozwijaj, produkuj i sprzedawaj produkty z owoców morza i inne powiązane produkty. Spółka może posiadać także udziały w innych spółkach.;Drying and salting of fish;Dane_Norwegia_1
EVENSEN SVEIS & VVS;2553;NULL;Spawanie konstrukcji, naprawy dodatkowego wyposażenia obiektów, rolnictwa i przemysłu. Prace wodno-kanalizacyjne,montażowe,południe,remont sprzedaż detali hydraulicznych. Kopanie rowów i drobne prace budowlane.;Machining of metals;Dane_Norwegia_1
REPSTAD COATING;2551;NULL;Obróbka powierzchni. Naprawa i konserwacja maszyn i urządzeń. Przywrócenie.;Coating of metals;Dane_Norwegia_1
BLOMBIRD AS;1071;NULL;Produkcja i sprzedaż wyrobów piekarniczych.;"Manufacture of bread; manufacture of fresh pastry goods and cakes";Dane_Norwegia_1
RGS HOLDING AS;2511;NULL;Posiadaj i zarządzaj nieruchomościami, a także inwestuj w inne firmy.;Manufacture of metal structures and parts of structures;Dane_Norwegia_1
